,Brand,Model,Color,Processor,RAM,Battery,Camera,Display,Warranty,originalPrice,discountPercent,discountedPrice,rating,reviews
202,OPPO,"A31 (Fantasy White, 128 GB)",Nebula,Mediatek Dimensity 920 Processor,4 GB RAM | 128 GB ROM,5000 mAh Lithium-ion Polymer Battery,48MP Rear Camera,3.66 cm (1.44 inch) Display,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,"₹23,999",8% off,"₹21,999",4.3,"23,870 Ratings & 2,309 Reviews"
203,Infinix,"Note 11s Free Fire Edition (Haze Green, 128 GB)",Glacier White,MediaTek Helio G35 Processor,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,5000 mAh Lithium Battery,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,1 Year Brand Warranty for Handset and 6 Months for Accessories,"₹16,990",10% off,"₹15,286",4.3,246 Ratings & 15 Reviews
204,Itel,"Magic2 4G( WiFi,Hotspot Tethering)",NaN,Unisoc T117 Processor,32 MB RAM | 32 MB ROM,5000 mAh Battery,48MP + 2MP + 2MP + 2MP | 8MP Front Camera,7.11 cm (2.8 inch) QVGA Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,NaN,NaN,₹856,3.9,425 Ratings & 29 Reviews
205,LAVA,A3 Power,NaN,A14 Bionic Chip with Next Generation Neural Engine Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ AMOLED Display,Brand Warranty for 1 Year,"₹1,089",NaN,"₹1,080",4.1,"24,665 Ratings & 2,001 Reviews"
206,NaN,NaN,Arctic Blue,MediaTek Helio G25 Processor,32 MB RAM | 32 MB ROM,800 mAh Battery,0.3MP Rear Camera,16.59 cm (6.53 inch) HD+ Display,1 Year Warranty for Mobile and 6 Months for Accessories,"₹10,999",13% off,"₹9,499",4.3,"2,95,092 Ratings & 18,114 Reviews"
207,LAVA,A1 2021,NaN,MediaTek Helio P35 Octa Core Processor,4 GB RAM | 64 GB ROM,2550 mAh Battery,13MP Rear Camera,16.54 cm (6.51 inch) HD+ Display,"One Year Warranty for Handset, 6 Months for Accessories",NaN,NaN,₹790,NaN,NaN
208,NaN,NaN,Indigo Blue,Snapdragon 460 Processor,6 GB RAM | 128 GB ROM,5000 mAh Li-ion Polymer Battery,48MP + 5MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,"One Year Warranty for Handset, 6 Months for Accessories","₹17,999",16% off,"₹14,999",4.2,"2,437 Ratings & 399 Reviews"
209,Kechaoda,K112,Aurora Blue,MediaTek Helio G25 Processor,4 GB RAM | 128 GB ROM,800 mAh Battery,108MP Rear Camera | 16MP Front Camera,16.51 cm (6.5 inch) HD+ Display,1 Year Brand Warranty,"₹17,115",3% off,"₹16,599",4.4,308 Ratings & 22 Reviews
210,NaN,NaN,Aurora Blue,Qualcomm Snapdragon 720G Processor,4 GB RAM | 128 GB ROM,1020 mAh Lithium-ion Battery,0.3MP Rear Camera,5.08 cm (2 inch) QVGA Display,"One Year Warranty for Handset, 6 Months for Accessories",NaN,NaN,"₹14,978",4.3,"1,149 Ratings & 81 Reviews"
211,vivo,"Y21 (Diamond Glow, 64 GB)",Interstellar Black,0 0 0 0 Processor Processor,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,800 mAh Battery,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Manufacturer Warranty,"₹17,998",16% off,"₹15,088",4.3,"1,149 Ratings & 81 Reviews"
212,Itel,Ace,NaN,MediaTek Dimensity 700 Processor,10 MB RAM | 10 MB ROM,4310 mAh Battery,13MP + 2MP | 8MP Front Camera,17.02 cm (6.7 inch) Full HD+ AMOLED Display,1 Year Brand Warranty for Handset and 6 Months for Accessories,NaN,NaN,₹920,3.9,"6,931 Ratings & 553 Reviews"
213,NaN,NaN,NaN,MediaTek Dimensity 1200 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,5020 mAh Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,4.5 cm (1.77 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,NaN,NaN,₹860,3.9,28 Ratings & 1 Reviews
214,Micromax,X809,Energy Blue,Qualcomm Snapdragon 720G Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,800 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,"1 Year Warranty, 100 Days Replacement within 1 Year of Phone Warranty, 6 Months on Accessories and One time Screen Replacement within 365 Days.","₹12,990",NaN,"₹12,949",4.2,496 Ratings & 43 Reviews
215,NaN,NaN,NaN,SC6531E Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,850 mAh Battery,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,"One Year Warranty for Handset, 6 Months for Accessories","₹1,630",20% off,"₹1,299",4.1,202 Ratings & 22 Reviews
216,SAMSUNG,"Galaxy M32 (Black, 64 GB)",Two Shades of Black,Qualcomm Snapdragon 720G Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,5000 mAh Li-ion Polymer Battery,48MP Rear Camera,16.33 cm (6.43 inch) Full HD+ Display,1 Year Brand Warranty,"₹17,999",16% off,"₹14,999",4.4,"3,40,596 Ratings & 32,678 Reviews"
217,OPPO,"A16 (Pearl Blue, 64 GB)",NaN,SC6531E Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,2500 mAh Battery,0.3MP Rear Camera,Super AMOLED Display,"One Year Warranty for Handset, 6 Months for Accessories","₹1,999",22% off,"₹1,549",4.3,106 Ratings & 12 Reviews
218,Infinix,"Hot 11S (Silver Wave, 128 GB)",NaN,Qualcomm Snapdragon 778G Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,5000 mAh Lithium Polymer Battery,0.3MP Rear Camera,16.94 cm (6.67 inch) Display,1 Year Warranty for Mobile and 6 Months for Accessories,₹969,4% off,₹925,4.1,"9,915 Ratings & 843 Reviews"
219,Micromax,X741,NaN,MediaTek Helio A25 Processor,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,5020 mAh Battery,VGA Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty for Device,₹969,4% off,₹925,4.1,"9,915 Ratings & 843 Reviews"
220,NaN,NaN,NaN,MediaTek Helio G25 Processor,4 GB RAM | 64 GB ROM,5020 mAh Battery,48MP Rear Camera,3.66 cm (1.44 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"₹1,557",4% off,"₹1,490",4,"15,611 Ratings & 1,724 Reviews"
221,BlackZone,ECO X,Coral Green,A13 Bionic Chip with 3rd Gen Neural Engine Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5020 mAh Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) HD+ Display,1 Year Manufacturer Warranty on Handset and 6 Months on Accessories,NaN,NaN,"₹10,898",4.2,"1,252 Ratings & 77 Reviews"
222,NaN,NaN,Mint,Qualcomm Snapdragon 778G Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,800 mAh Battery,8MP + 0.3MP | 5MP Front Camera,4.57 cm (1.8 inch) Display,1 Year Warranty,NaN,NaN,"₹17,990",4.3,855 Ratings & 88 Reviews
223,BlackZone,ECO X,Purple Mist,Mediatek G35 8x A53 2.3GHz Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,800 mAh Battery,8MP + 0.3MP | 5MP Front Camera,17.27 cm (6.8 inch) Full HD+ Display,Brand Warranty of 1 Year Available for Mobile,"₹31,999",15% off,"₹26,999",4.3,"2,096 Ratings & 279 Reviews"
224,NaN,NaN,NaN,Qualcomm Snapdragon 778G Processor,8 GB RAM | 128 GB ROM,7000 mAh Battery,48MP Rear Camera,16.94 cm (6.67 inch) Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹2,799",10% off,"₹2,499",4.1,"13,532 Ratings & 1,067 Reviews"
225,DIZO,Star 500,Deep Sea Blue,Unisoc SC9863A Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1750 mAh Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Display,1 Year Warranty Provided by the Manufacturer From Date of Purchase,"₹19,699",7% off,"₹18,265",4.3,492 Ratings & 31 Reviews
226,NaN,NaN,Aqua Blue,MediaTek Helio G95 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Lithium-ion Polymer Battery,48MP Rear Camera,16.94 cm (6.67 inch) Display,1 Year Warranty Provided by the Manufacturer From Date of Purchase,"₹8,499",17% off,"₹6,999",4.2,168 Ratings & 33 Reviews
227,Xiaomi,"11i 5G (Camo Green, 128 GB)",Black,SC6531E Processor,32 MB RAM | 32 MB ROM,1750 mAh Battery,8MP + 0.3MP | 5MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,Brand Warranty for 1 Year,"₹15,980",8% off,"₹14,675",4.2,932 Ratings & 85 Reviews
228,POCO,"C31 (Royal Blue, 64 GB)",NaN,SC6531E Processor,4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,1000 mAh Lithium-ion Battery,8MP + 0.3MP | 5MP Front Camera,4.57 cm (1.8 inch) NA Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,NaN,NaN,₹790,NaN,NaN
229,vivo,"Y21 (Midnight Blue, 64 GB)",NaN,Exynos 850 (S5E3830) Processor,32 MB RAM | 31 MB ROM,1000 mAh Lithium-ion Battery,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,17.65 cm (6.95 inch) Full HD+ Display,1 Year Warranty,NaN,NaN,₹979,4,"4,938 Ratings & 464 Reviews"
230,realme,"Narzo 30 Pro 5G (Sword Black, 64 GB)",NaN,Qualcomm Snapdragon 720G Processor,4 GB RAM | 128 GB ROM,3600 mAh Battery,13MP Rear Camera | 8MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Warranty for Mobile and 6 Months for Accessories,NaN,NaN,₹729,3.6,"56,306 Ratings & 6,790 Reviews"
231,MOTOROLA,"e40 (Carbon Gray, 64 GB)",Champagne Gold,MediaTek Helio G80 Processor,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,5000 mAh Battery,0.3MP Rear Camera,16.94 cm (6.67 inch) Full HD+ Display,Brand Warranty for 1 Year,"₹15,590",2% off,"₹15,275",4.3,"1,149 Ratings & 81 Reviews"
232,SAMSUNG,Guru Music 2 SM-B315E,NaN,ARM9 architecture (Single core) Processor,4 MB RAM | 32 MB ROM | Expandable Upto 32 GB,5000 mAh Lithium-ion Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,Brand Warranty for 1 Year,₹749,6% off,₹699,3.6,"4,602 Ratings & 384 Reviews"
233,NaN,NaN,NaN,Mediatek Dimensity 920 Processor,6 GB RAM | 64 GB ROM,5160 mAh Li-Polymer Battery,50 MP + 2 MP Depth Lens + 2 MP Macro Lens | 16MP Front Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,NaN,NaN,₹999,4,118 Ratings & 12 Reviews
234,DIZO,Star 300,Magnet Black,Snapdragon 439 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,1020 mAh Lithium-ion Battery,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,4.57 cm (1.8 inch) Display,6 Months Manufacturing Warranty,NaN,NaN,"₹11,270",3.9,117 Ratings & 4 Reviews
235,NaN,NaN,Light Blue,MediaTek Processor,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,5000 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹16,250",5% off,"₹15,276",4.2,932 Ratings & 85 Reviews
236,Infinix,"Note 11 (Graphite Black, 64 GB)",NaN,SC6531E Processor,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,5000 mAh Li-Polymer Battery,0.3MP Rear Camera,16.51 cm (6.5 inch) Display,1 Year Warranty,NaN,NaN,"₹1,190",4.1,"10,736 Ratings & 828 Reviews"
237,Nokia,110 TA-1302 DS,NaN,Mediatek Helio G85 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,6000 mAh Battery,1.3MP Rear Camera,16.76 cm (6.6 inch) Full HD+ Display,1 Year Manufacturer Warranty,NaN,NaN,"₹1,190",4.1,"10,736 Ratings & 828 Reviews"
238,NaN,NaN,Gradation Green,Qualcomm Snapdragon 778G Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,2500 mAh Battery,1.3MP Rear Camera,16.94 cm (6.67 inch) Full HD+ AMOLED Display,"One Year Warranty for Handset, 6 Months for Accessories","₹8,299",15% off,"₹6,999",4.1,"24,541 Ratings & 2,083 Reviews"
239,Nokia,150 DS 2020,Gradation Blue,Qualcomm Snapdragon 778G Processor,4 GB RAM | 64 GB ROM,620 mAh Lithium-ion Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,"1 Year Warranty for Handset, 6 Months for Accessories","₹8,299",15% off,"₹6,999",4.1,"24,541 Ratings & 2,083 Reviews"
240,NaN,NaN,White,MediaTek Dimensity 700 (MT6833V) Processor,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,1000 mAh Battery,1.3MP Rear Camera,16.33 cm (6.43 inch) Full HD+ Display,1 Year Handset Warranty and 6 Months Warranty on Accessories,"₹12,999",13% off,"₹11,248",4.2,"7,881 Ratings & 558 Reviews"
241,Kechaoda,K33,Nordic Secret,Qualcomm Snapdragon 778G Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,5020 mAh Battery,13MP Rear Camera,16.55 cm (6.517 inch) HD+ Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹19,999",15% off,"₹16,999",4.2,"6,695 Ratings & 912 Reviews"
242,NaN,NaN,NaN,MT6260A Processor,4 GB RAM | 64 GB ROM,1000 mAh Battery,13MP Rear Camera | 5MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹1,999",22% off,"₹1,549",4.3,106 Ratings & 12 Reviews
243,realme,"X7 5G (Nebula, 128 GB)",White,MediaTek Dimensity 700 (MT6833V) Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,1000 mAh Lithium-ion Battery,13MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,"₹12,999",13% off,"₹11,248",4.2,"7,881 Ratings & 558 Reviews"
244,REDMI,"NOTE 10 LITE (Glacier White, 128 GB)",Gradation Green,Unisoc 9832E Quad Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5000 mAh Battery,13MP Rear Camera | 5MP Front Camera,4.57 cm (1.8 inch) QVGA Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,"₹8,299",15% off,"₹6,999",4.1,"24,541 Ratings & 2,083 Reviews"
245,KARBONN,KX 10i,Gradation Blue,Unisoc 9832E Quad Core Processor,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,6000 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Brand Warranty,"₹8,299",15% off,"₹6,999",4.1,"24,541 Ratings & 2,083 Reviews"
246,NaN,NaN,Sea Green,Quad Core Processor,4 GB RAM | 64 GB ROM,800 mAh Battery,64MP Rear Camera,16.94 cm (6.67 inch) Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹13,999",10% off,"₹12,499",4.2,"2,01,713 Ratings & 15,889 Reviews"
247,Kechaoda,K115,Crystal Black,MediaTek Helio P35 Processor,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,800 mAh Battery,64MP + 8MP + 2MP | 16MP Front Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,"₹15,990",15% off,"₹13,490",4.3,"1,282 Ratings & 84 Reviews"
248,NaN,NaN,NaN,Helio G88 Processor,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,4000 mAh Lithium-ion Polymer Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Manufacturer Warranty,"₹1,325",NaN,"₹1,319",4.1,"5,892 Ratings & 539 Reviews"
249,POCO,"C3 (Arctic Blue, 64 GB)",Nordic Secret,Mediatek Dimensity 920 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,4000 mAh Lithium-ion Polymer Battery,0.3MP Rear Camera,4.5cm (1.8) Bright Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹19,999",15% off,"₹16,999",4.2,"6,695 Ratings & 912 Reviews"
250,anee,P3,Mithril Grey,A15 Bionic Chip Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,6000 mAh Battery,50MP Rear Camera,17.27 cm (6.8 inch) Display,1 Year Warranty Provided by the Manufacturer From Date of Purchase,"₹18,999",15% off,"₹15,999",4.3,"1,521 Ratings & 232 Reviews"
251,NaN,NaN,Celestial Black,MediaTek Helio P35 Processor,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,5000 mAh Li-ion Polymer Battery,48MP Rear Camera,16.26 cm (6.4 inch) Full HD+ Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,999",11% off,"₹11,499",4.2,"2,01,713 Ratings & 15,889 Reviews"
252,MOTOROLA,"G51 5G (Indigo Blue, 64 GB)",NaN,Qualcomm Snapdragon 870 Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1750 mAh Battery,0.3MP Rear Camera,1.68 cm (0.66 inch) Display,1 Year Manufacturer Warranty for Device,"₹1,949",21% off,"₹1,522",4.1,"2,747 Ratings & 348 Reviews"
253,REDMI,"NOTE 10 LITE (Aurora Blue, 128 GB)",NaN,MediaTek Helio A20 Quad Core Processor,32 MB RAM | 32 MB ROM,6000 mAh Battery,48MP Rear Camera,1.68 cm (0.66 inch) Display,1 Year Manufacturer Warranty,NaN,NaN,₹849,4,"1,769 Ratings & 169 Reviews"
254,REDMI,"NOTE 10 LITE (Aurora Blue, 128 GB)",NaN,MediaTek Helio A20 Quad Core Processor,24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 13MP Front Camera,15.46 cm (6.088 inch) HD+ Display,Brand Warranty 1 Year for Handset & 6 Months for Accessories,NaN,NaN,₹729,3.6,"56,306 Ratings & 6,790 Reviews"
255,REDMI,"Note 10 Lite (Interstellar Black, 128 GB)",NaN,Unisoc T117 Processor,24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4000 mAh Lithium-ion Polymer Battery,8MP Rear Camera | 5MP Front Camera,15.46 cm (6.088 inch) HD+ Display,1 Year Manufacturer Warranty,"₹1,849",13% off,"₹1,599",4.2,"6,948 Ratings & 702 Reviews"
256,KARBONN,KX3,NaN,MediaTek Helio G25 Processor,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6000 mAh Lithium-ion Battery,0.3MP Rear Camera,16.51 cm (6.5 inch) Display,Brand Warranty for 1 Year,"₹1,899",17% off,"₹1,574",4.2,"6,948 Ratings & 702 Reviews"
257,NaN,NaN,NaN,MediaTek Helio A20 Quad Core Processor,32 MB RAM | 32 MB ROM,5000 mAh Battery,1MP Rear Camera,17.65 cm (6.95 inch) Full HD+ Display,Brand Warranty for 1 Year,NaN,NaN,₹858,3.9,425 Ratings & 29 Reviews
258,KARBONN,K310i,NaN,Qualcomm Snapdragon 870 Processor,32 MB RAM | 32 MB ROM,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,13MP + 2MP | 5MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Warranty Provided by the Manufacturer From Date of Purchase,NaN,NaN,"₹1,065",4,"6,893 Ratings & 471 Reviews"
259,NaN,NaN,NaN,MediaTek Helio G35 Processor,2 GB RAM | 32 GB ROM,2500 mAh Battery,13MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,NaN,NaN,₹749,3.9,"2,924 Ratings & 309 Reviews"
260,Tecno,"POVA 2 (Energy Blue, 64 GB)",SeaBlue,Qualcomm Snapdragon 778G Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,5000 mAh Li-ion Polymer Battery,0.3MP Rear Camera,15.46 cm (6.088 inch) HD+ Display,1 Year Brand Warranty,NaN,NaN,"₹7,717",4.3,"16,303 Ratings & 930 Reviews"
261,Motorola,a10,Nature Green,Mediatek Dimensity 920 Processor,2 GB RAM | 32 GB ROM,5000 mAh Li-ion Polymer Battery,1.3MP Rear Camera,15.46 cm (6.088 inch) HD+ Display,Brand Warranty of 1 Year,"₹8,995",6% off,"₹8,410",4.3,"9,836 Ratings & 607 Reviews"
262,NaN,NaN,Nature Green,Exynos 850 (S5E3830) Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,6000 mAh Lithium-ion Battery,1.3MP Rear Camera,16.55 cm (6.515 inch) HD+ Display,Brand Warranty of 1 Year,NaN,NaN,"₹7,739",4.3,"16,303 Ratings & 930 Reviews"
263,POCO,"M2 Pro (Two Shades of Black, 64 GB)",Sea Blue,Mediatek Helio P35 (MT6765) Processor,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1750 mAh Lithium-ion Battery,64MP + 2MP + 2MP | 16MP Front Camera,16.56 cm (6.52 inch) HD+ Display,1 Year Manufacturer Warranty,"₹8,525",1% off,"₹8,439",4.3,"9,836 Ratings & 607 Reviews"
264,Motorola,a50,NaN,A15 Bionic Chip Processor,6 GB RAM | 128 GB ROM,1000 mAh Lithium ion Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,"₹1,225",1% off,"₹1,209",4.1,529 Ratings & 41 Reviews
265,NaN,NaN,Dark Nebula,Mediatek Dimensity 1200 Processor,4 GB RAM | 64 GB ROM,1000 mAh Battery,0.3MP Rear Camera,17.65 cm (6.95 inch) Full HD+ Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,NaN,NaN,"₹19,859",4.3,"3,662 Ratings & 316 Reviews"
266,Itel,IT2163,Frosted Champagne,MediaTek Dimensity 800U Processor,32 MB RAM | 32 MB ROM,1700 mAh Lithium-ion Battery,13MP Rear Camera | 5MP Front Camera,17.65 cm (6.95 inch) Full HD+ Display,1 Year Manufacturer Warranty for Device,"₹16,999",14% off,"₹14,499",4.3,"28,687 Ratings & 3,272 Reviews"
267,NaN,NaN,NaN,A15 Bionic Chip Processor,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1700 mAh Lithium-ion Battery,13MP Rear Camera | 5MP Front Camera,16.55 cm (6.515 inch) HD+ Display,1 Year Warranty,NaN,NaN,"₹1,379",4,"6,143 Ratings & 418 Reviews"
268,Itel,IT2163,NaN,A15 Bionic Chip Processor,8 GB RAM | 128 GB ROM,800 mAh Battery,13MP Rear Camera | 5MP Front Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,NaN,NaN,NaN,4,"6,143 Ratings & 418 Reviews"
269,NaN,NaN,Matte black,Mediatek Dimensity 920 Processor,4 GB RAM | 64 GB ROM,800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹22,999",3% off,"₹22,298",4.3,235 Ratings & 19 Reviews
270,Kechaoda,K112,Charcoal Black,MediaTek Helio P35 Processor,32 MB RAM | 32 MB ROM,2000 mAh Battery,108MP + 8MP + 2MP | 16MP Front Camera,4.5 cm (1.77 inch) Display,Brand Warranty for 1 Year,"₹13,588",2% off,"₹13,284",4.2,503 Ratings & 53 Reviews
271,NaN,NaN,NaN,MediaTek Processor,6 GB RAM | 128 GB ROM,5000 mAh Battery,13MP Rear Camera | 8MP Front Camera,7.11 cm (2.8 inch) QVGA Display,1 Year Manufacturer Warranty,NaN,NaN,"₹1,245",4,"10,752 Ratings & 696 Reviews"
272,REDMI,"9 Activ (Coral Green, 64 GB)",Glacier White,MediaTek Dimensity 800U Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,1 Year Brand Service Center Warranty,NaN,NaN,"₹16,250",4.4,308 Ratings & 22 Reviews
273,SAMSUNG,"Galaxy A22 5G (Mint, 128 GB)",Sky blue,Helio A25 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,12MP + 12MP | 12MP Front Camera,4.57 cm (1.8 inch) Display,Brand Warranty 1 Year for Handset & 6 Months for Accessories,NaN,NaN,"₹19,598",4.2,"1,153 Ratings & 84 Reviews"
