,Brand,Model,Color,Processor,RAM,Battery,Camera,Display,Warranty,originalPrice,discountPercent,discountedPrice,rating,reviews
540,NaN,NaN,Violet,,10 MB RAM | 10 MB ROM | Expandable Upto 32 GB,800 mAh Battery,0.3MP Rear Camera,16.94 cm (6.67 inch) Full HD+ Display,,NaN,NaN,"₹12,289",4.2,"9,547 Ratings & 758 Reviews"
541,Nokia,125 TA-1253 DS,Dynamic Black,,3 GB RAM | 32 GB ROM,800 mAh Battery,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,17.27 cm (6.8 inch) Full HD+ Display,,"₹13,990",7% off,"₹12,990",4.3,"3,720 Ratings & 193 Reviews"
542,NaN,NaN,NaN,,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,NaN,NaN,₹999,3.3,"6,215 Ratings & 1,014 Reviews"
543,MOTOROLA,"Edge 20 Fusion (Cyber Teal, 128 GB)",Dusk Grey,,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1000 mAh Battery,13MP + 2MP + 2MP | 16MP Front Camera,15.49 cm (6.1 inch) Display,,"₹15,447",3% off,"₹14,960",4.4,8 Ratings & 4 Reviews
544,Micromax,X512,NaN,,4 GB RAM | 64 GB ROM,4520 mAh Battery,64MP + 8MP + 5MP | 20MP Front Camera,4.5 cm (1.77 inch) Display,,₹859,6% off,₹799,3.7,789 Ratings & 57 Reviews
545,NaN,NaN,White,,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,2MP Rear Camera,4.5 cm (1.77 inch) Display,,"₹11,290",11% off,"₹9,999",3.7,13 Ratings & 3 Reviews
546,Kechaoda,K9,Vinyl Black,,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5000 mAh Lithium-ion Battery,48MP + 2MP | 8MP Front Camera,1.68 cm (0.66 inch) NA Display,,"₹26,679",1% off,"₹26,187",4.4,204 Ratings & 16 Reviews
547,NaN,NaN,Vintage Bronze,,32 MB RAM | 32 MB ROM,4300 mAh Lithium-ion Polymer Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,"₹21,300",5% off,"₹20,199",4.3,"1,985 Ratings & 154 Reviews"
548,Tecno,"Spark 7 (Magnet Black, 32 GB)",Chromium White,,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,NaN,NaN,"₹15,799",4.2,"1,029 Ratings & 73 Reviews"
549,Tecno,"POVA 2 (Energy Blue, 64 GB)",Scarlet Red,,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,2500 mAh Lithium-ion Battery,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,1.68 cm (0.66 inch) NA Display,,"₹15,990",NaN,"₹15,980",4.3,"1,19,388 Ratings & 9,259 Reviews"
550,Kechaoda,K115,Power Silver,,32 MB RAM | 32 MB ROM,5000 mAh Battery,48MP Rear Camera | 8MP Front Camera,6.1 cm (2.4 inch) Display,,NaN,NaN,"₹10,999",4.4,"3,18,934 Ratings & 19,488 Reviews"
551,NaN,NaN,NaN,,10 MB RAM | 10 MB ROM | Expandable Upto 32 GB,6000 mAh Li-Polymer Battery,48MP Rear Camera,6.1 cm (2.4 inch) Display,,₹935,1% off,₹925,3.7,"1,914 Ratings & 107 Reviews"
552,LAVA,"Z2C (Aqua Blue, 32 GB)",NaN,,32 MB RAM | 32 MB ROM,5000 mAh Lithium-ion Battery,13MP + 2MP + 2MP | 8MP Front Camera,6.1 cm (2.4 inch) Display,,NaN,NaN,"₹2,049",4.2,222 Ratings & 38 Reviews
553,OPPO,"A74 5G BLACK (Fluid Black, 128 GB)",Marine Blue,,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4230 mAh Battery,1MP Rear Camera,3.56 cm (1.4 inch) Display,,"₹8,499",8% off,"₹7,777",4,"5,606 Ratings & 736 Reviews"
554,Itel,Muzik 400,NaN,,6 GB RAM | 128 GB ROM,2500 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,,NaN,NaN,₹999,3.3,"6,215 Ratings & 1,014 Reviews"
555,NaN,NaN,NaN,,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,8MP Rear Camera,16.81 cm (6.62 inch) Full HD+ Display,,₹869,8% off,₹799,3.7,535 Ratings & 32 Reviews
556,Micromax,X807,NaN,,8 GB RAM | 128 GB ROM,1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,NaN,NaN,"₹1,249",3.9,"2,215 Ratings & 168 Reviews"
557,NaN,NaN,Fluid Black,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6000 mAh Li-Polymer Battery,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,16.94 cm (6.67 inch) Display,,"₹23,990",8% off,"₹21,990",4.3,"7,717 Ratings & 654 Reviews"
558,vivo,"Y33T (Mirror Black, 128 GB)",CELESTIAL SILVER,,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,4250 mAh Battery,1.3MP Rear Camera,16.59 cm (6.53 inch) Full HD Display,,"₹28,895",10% off,"₹25,885",4.2,234 Ratings & 19 Reviews
559,KARBONN,K9 Yuva,Champagne Gold,,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,5020 mAh Li-Polymer Battery,64MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,,NaN,NaN,"₹18,999",4.4,"40,339 Ratings & 3,266 Reviews"
560,NaN,NaN,Cosmic Black,,32 MB RAM | 32 MB ROM | Expandable Upto 16,5000 mAh Battery,64MP + 8MP + 2MP | 16MP Front Camera,16.33 cm (6.43 inch) Full HD+ Display,,NaN,NaN,"₹47,999",4.2,"3,665 Ratings & 553 Reviews"
561,SAMSUNG,"Galaxy A03 Core (Black, 32 GB)",Blue,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5020 mAh Battery,64MP + 8MP + 2MP | 16MP Front Camera,90Hz AMOLED Display,,NaN,NaN,"₹15,499",4.1,580 Ratings & 36 Reviews
562,Kechaoda,K-55 Plus,Mystery White,,32 MB RAM | 32 MB ROM,6000 mAh Lithium-ion Battery,64MP + 8MP + 2MP | 16MP Front Camera,6.1 cm (2.4 inch) Display,,NaN,NaN,"₹9,999",4.2,"7,508 Ratings & 436 Reviews"
563,NaN,NaN,NaN,,2 GB RAM | 32 GB ROM,800 mAh Battery,48MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,,"₹1,340",17% off,"₹1,107",4.1,327 Ratings & 28 Reviews
564,OPPO,"A55 (Starry Black, 4 GB)",NaN,,12 GB RAM | 256 GB ROM,1750 mAh Battery,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,13.72 cm (5.4 inch) Super Retina XDR Display,,"₹1,380",5% off,"₹1,299",3.9,675 Ratings & 32 Reviews
565,Itel,Power 410,Obsidian Black,,8 GB RAM | 128 GB ROM,3950 mAh Lithium Polymer Battery,0.8MP Rear Camera,17.32 cm (6.82 inch) HD+ Display,,NaN,NaN,"₹18,990",4.3,"6,034 Ratings & 402 Reviews"
566,NaN,NaN,NaN,,12 GB RAM | 256 GB ROM,2500 mAh Battery,0.8MP Rear Camera,16.26 cm (6.4 inch) HD+ Display,,NaN,NaN,"₹1,540",3.8,"3,586 Ratings & 301 Reviews"
567,MOTOROLA,"Edge 20 (Frosted Onyx, 128 GB)",OCEAN BLUE,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1000 mAh Battery,12MP + 5MP | 5MP Front Camera,16.56 cm (6.52 inch) Display,,NaN,NaN,"₹6,899",4,304 Ratings & 32 Reviews
568,Kechaoda,K10,Milky Way,,32 MB RAM | 32 MB ROM,1900 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,,"₹32,999",9% off,"₹29,999",4.3,"10,883 Ratings & 1,550 Reviews"
569,NaN,NaN,Mercury Silver,,32 MB RAM | 32 MB ROM,4310 mAh Battery,0.3MP Rear Camera,17.27 cm (6.8 inch) Full HD+ Display,,"₹29,999",10% off,"₹26,999",4.4,"31,842 Ratings & 4,480 Reviews"
570,Kechaoda,K9,Asteroid Black,,8 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,"₹32,999",9% off,"₹29,999",4.3,"10,883 Ratings & 1,550 Reviews"
571,NaN,NaN,Black,,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4520 mAh Battery,0.3MP Rear Camera,17.32 cm (6.82 inch) HD+ Display,,NaN,NaN,"₹15,799",4.1,580 Ratings & 36 Reviews
572,vivo,"V23 Pro 5G (Stardust Black, 256 GB)",NaN,,4 GB RAM | 64 GB ROM,5020 mAh Lithium Polymer Battery,48MP Rear Camera,16.64 cm (6.55 inch) Full HD+ Display,,NaN,NaN,₹999,4,65 Ratings & 8 Reviews
573,SAMSUNG,"Galaxy A12 (Black, 128 GB)",NaN,,32 MB RAM | 32 MB ROM,5000 mAh Li-ion Polymer Battery,0.3MP Rear Camera,16.94 cm (6.67 inch) Full HD+ Display,,NaN,NaN,₹999,4,65 Ratings & 8 Reviews
574,Kechaoda,K66 Plus,Shadow Black,,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5000 mAh Battery,13MP + 2MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,,NaN,NaN,"₹18,990",4.3,492 Ratings & 31 Reviews
575,NaN,NaN,Gold,,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,5000 mAh Li-ion Battery,2.4MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,,NaN,NaN,"₹8,999",4.4,"5,58,580 Ratings & 40,703 Reviews"
576,MU,M5000,Metallic Blue,,8 GB RAM | 256 GB ROM,800 mAh Li-ion Battery,2.4MP Rear Camera,16.56 cm (6.52 inch) HD+ Display,,"₹16,699",9% off,"₹15,179",4.2,"1,029 Ratings & 73 Reviews"
577,NaN,NaN,NaN,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1200 mAh Battery,0.1MP Rear Camera,4.5 cm (1.77 inch) Display,,NaN,NaN,₹904,NaN,NaN
578,vivo,"V23 Pro 5G (Sunshine Gold, 128 GB)",Power Blue,,32 MB RAM | 32 MB ROM | Expandable Upto 16,5000 mAh Li-ion Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Quarter QVGA Display,,NaN,NaN,"₹10,999",4.4,"3,18,934 Ratings & 19,488 Reviews"
579,BlackZone,U101,NaN,,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,1000 mAh Battery,0.8MP Rear Camera,15.44 cm (6.08 inch) HD+ Display,,NaN,NaN,"₹1,229",NaN,NaN
580,NaN,NaN,Predator Black,,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,"₹36,999",16% off,"₹30,999",4.3,"11,333 Ratings & 1,532 Reviews"
581,SAMSUNG,GURU GT,Black,,32 MB RAM | 32 MB ROM,4500 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,4.57 cm (1.8 inch) Display,,"₹19,499",9% off,"₹17,625",4.2,792 Ratings & 52 Reviews
582,NaN,NaN,NaN,,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4500 mAh Battery,2MP Rear Camera,6.1 cm (2.4 inch) Display,,NaN,NaN,"₹1,349",3.9,675 Ratings & 32 Reviews
583,Tecno,"Camon 18 (Iris Purple, 128 GB)",Blue,,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4500 mAh Battery,1.3MP Rear Camera,16.33 cm (6.43 inch) Full HD+ Display,,"₹15,999",18% off,"₹12,999",4.2,"3,629 Ratings & 310 Reviews"
584,I,Kall K105,NaN,,32 MB RAM | 32 MB ROM,5000 mAh Battery,2MP Rear Camera,Dual View Video | In-Display Fingerprint 3.0 | AI Color Portrait Video,,NaN,NaN,₹840,3.8,42 Ratings & 2 Reviews
585,NaN,NaN,NaN,,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,3000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Display,,NaN,NaN,"₹1,099",4,238 Ratings & 11 Reviews
586,APPLE,"iPhone 13 (Blue, 128 GB)",Crystal Black,,32 MB RAM | 32 MB ROM,3000 mAh Battery,0.8MP Rear Camera,16.94 cm (6.67 inch) Full HD+ Display,,"₹15,990",6% off,"₹14,990",4.3,"7,461 Ratings & 486 Reviews"
587,Kechaoda,K66 Plus,Tuscany Coral,,512 MB RAM | 256 MB ROM,5000 mAh Battery,48MP + 8MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,,NaN,NaN,"₹26,950",4.4,204 Ratings & 16 Reviews
588,NaN,NaN,NaN,,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,3000 mAh Lithium-polymer Battery,0.8MP Rear Camera,144Hz Intelligent AdaptiveSync Display,,NaN,NaN,"₹1,099",4,286 Ratings & 15 Reviews
589,APPLE,"iPhone 12 Mini (White, 128 GB)",Magnet Black,,4 GB RAM | 64 GB ROM,5000 mAh Battery,0.08MP Rear Camera,16.51 cm (6.5 inch) HD+ Display,,"₹11,490",3% off,"₹11,115",4.2,381 Ratings & 14 Reviews
590,Micromax,X807,NaN,,6 GB RAM | 128 GB ROM,800 mAh Battery,5MP Rear Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,,NaN,NaN,"₹1,065",4,"6,893 Ratings & 471 Reviews"
591,NaN,NaN,NaN,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6000 mAh Lithium-ion Battery,0.8MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,,NaN,NaN,"₹1,096",3.9,318 Ratings & 14 Reviews
592,SAMSUNG,"Galaxy A12 (Black, 128 GB)",Black,,32 MB RAM | 32 MB ROM,3000 mAh Battery,1.3MP Rear Camera,4.5 cm (1.77 inch) Display,,"₹12,548",3% off,"₹12,124",4.2,"3,629 Ratings & 310 Reviews"
593,Itel,Power 410,Glacier,,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,5065 mAh Lithium-ion Polymer Battery,0.3MP Rear Camera,16.54 cm (6.51 inch) HD+ Display,,"₹12,845",NaN,"₹12,725",4,122 Ratings & 14 Reviews
594,NaN,NaN,CELESTIAL SILVER,,2 GB RAM | 32 GB ROM,5000 mAh Battery,12MP + 12MP | 12MP Front Camera,7.11 cm (2.8 inch) Display,,"₹28,895",10% off,"₹25,885",4.2,234 Ratings & 19 Reviews
595,MOTOROLA,"Edge 20 (Frosted Onyx, 128 GB)",Obsidian Black,,32 MB RAM | 32 MB ROM | Expandable Upto 16,1200 mAh Battery,0.3MP Rear Camera,16.56 cm (6.52 inch) Display,,NaN,NaN,"₹18,990",4.3,"6,034 Ratings & 402 Reviews"
596,Kechaoda,K-55 Plus,NaN,,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,5000 mAh Battery,2MP Rear Camera,16.33 cm (6.43 inch) Full HD+ Display,,NaN,NaN,"₹1,540",3.8,"3,586 Ratings & 301 Reviews"
597,NaN,NaN,NaN,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1050 mAh Battery,48MP Rear Camera,120Hz Super AMOLED Display,,"₹1,340",17% off,"₹1,107",4.1,327 Ratings & 28 Reviews
598,APPLE,"iPhone SE (White, 128 GB)",OCEAN BLUE,,32 MB RAM | 32 MB ROM,800 mAh Battery,16MP Rear Camera | 8MP Front Camera,16.33 cm (6.43 inch) Full HD+ Display,,NaN,NaN,"₹6,899",4,304 Ratings & 32 Reviews
599,APPLE,"iPhone XR (White, 128 GB)",NaN,,8 GB RAM | 128 GB ROM,5000 mAh Lithium-ion Polymer Battery,16MP Rear Camera | 8MP Front Camera,120Hz Super AMOLED Display,,"₹1,380",5% off,"₹1,299",3.9,675 Ratings & 32 Reviews
600,Kechaoda,K9,NaN,,12 GB RAM | 256 GB ROM,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,16MP Rear Camera | 8MP Front Camera,16.33 cm (6.43 inch) Full HD+ Display,,"₹1,190",4% off,"₹1,140",4,"4,927 Ratings & 410 Reviews"
601,NaN,NaN,Black,,12 GB RAM | 256 GB ROM,4250 mAh Battery,0.3MP Rear Camera,120Hz Super AMOLED Display,,NaN,NaN,"₹15,799",4.1,580 Ratings & 36 Reviews
602,Kechaoda,K10,NaN,,12 GB RAM | 256 GB ROM,800 mAh Battery,8MP + VGA Dual AI Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,,NaN,NaN,₹899,3.9,722 Ratings & 51 Reviews
603,NaN,NaN,Mercury Silver,,4 GB RAM | 64 GB ROM,5000 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,,"₹29,999",10% off,"₹26,999",4.4,"31,842 Ratings & 4,480 Reviews"
604,Kechaoda,K30,Asteroid Black,,8 GB RAM | 128 GB ROM,800 mAh Battery,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,,"₹32,999",9% off,"₹29,999",4.3,"10,883 Ratings & 1,550 Reviews"
605,NaN,NaN,Mercury Silver,,32 MB RAM | 32 MB ROM,1000 mAh Battery,48MP Rear Camera,16.33 cm (6.43 inch) Full HD+ Display,,"₹32,999",9% off,"₹29,999",4.3,"10,883 Ratings & 1,550 Reviews"
606,realme,"C15 Qualcomm Edition (Power Blue, 32 GB)",Milky Way,,32 MB RAM | 32 MB ROM,5000 mAh Battery,48MP + 2MP + 2MP | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,,"₹32,999",9% off,"₹29,999",4.3,"10,883 Ratings & 1,550 Reviews"
607,BlackZone,U101,Metallic Blue,,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,5050 mAh Battery,0.3MP Rear Camera,16.51 cm (6.5 inch) Full HD+ Display,,"₹16,699",9% off,"₹15,179",4.2,"1,029 Ratings & 73 Reviews"
608,NaN,NaN,Shadow Black,,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4520 mAh Battery,2.4MP Rear Camera,4.5 cm (1.77 inch) Display,,NaN,NaN,"₹18,990",4.3,492 Ratings & 31 Reviews
609,IAIR,S19,NaN,,32 MB RAM | 32 MB ROM,5000 mAh Li-ion Battery,2.4MP Rear Camera,16.56 cm (6.52 inch) HD+ Display,,NaN,NaN,₹999,4,65 Ratings & 8 Reviews
610,NaN,NaN,NaN,,32 MB RAM | 64 MB ROM,1000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,7.11 cm (2.8 inch) Display,,NaN,NaN,₹999,4,65 Ratings & 8 Reviews
611,LAVA,A5,Gold,,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,800 mAh Li-ion Battery,0.1MP Rear Camera,16.94 cm (6.67 inch) Full HD+ Display,,NaN,NaN,"₹8,999",4.4,"5,58,580 Ratings & 40,703 Reviews"
612,NaN,NaN,NaN,,4 GB RAM | 64 GB ROM,4000 mAh Battery,0.3MP Rear Camera,16.26 cm (6.4 inch) HD+ Display,,"₹1,160",1% off,"₹1,148",3.8,"4,219 Ratings & 347 Reviews"
613,LAVA,A1,NaN,,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1200 mAh Battery,0.8MP Rear Camera,4.5 cm (1.77 inch) Display,,NaN,NaN,₹879,3,"1,780 Ratings & 151 Reviews"
614,NaN,NaN,NaN,,3 GB RAM | 32 GB ROM,800 mAh Battery,13MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,,NaN,NaN,"₹1,349",4.1,"2,137 Ratings & 194 Reviews"
615,vivo,"V23 Pro 5G (Sunshine Gold, 128 GB)",NaN,,64 MB RAM | 64 MB ROM | Expandable Upto 16 MB,5000 mAh Battery,0.3MP Rear Camera,5.08 cm (2 inch) QVGA Display,,NaN,NaN,"₹1,229",NaN,NaN
616,vivo,"V23 Pro 5G (Stardust Black, 256 GB)",Arctic blue,,64 MB RAM | 64 MB ROM | Expandable Upto 16 MB,800 mAh Battery,13MP + 2MP + 2MP | 5MP Front Camera,3.66 cm (1.44 inch) Display,,"₹13,619",2% off,"₹13,336",4.2,503 Ratings & 53 Reviews
617,APPLE,"iPhone 13 (Blue, 128 GB)",NaN,,50 MB RAM,4500 mAh Battery,5MP Rear Camera | 2MP Front Camera,16.54 cm (6.51 inch) HD+ Display,,NaN,NaN,₹940,3.9,"4,764 Ratings & 415 Reviews"
618,I,Kall K105,Black,,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4500 mAh Battery,0.3MP Rear Camera,16.64 cm (6.55 inch) Full HD+ Display,,NaN,NaN,"₹11,499",4.1,"1,170 Ratings & 74 Reviews"
619,NaN,NaN,NaN,,32 MB RAM | 32 MB ROM,4500 mAh Battery,1.3MP Rear Camera | 0.3MP Front Camera,4.57 cm (1.8 inch) Display,,NaN,NaN,₹799,3.6,"1,024 Ratings & 98 Reviews"
620,Kechaoda,K66 The Music House 4,NaN,,32 MB RAM | 32 MB ROM,4500 mAh Battery,16MP Rear Camera | 8MP Front Camera,167.64 cm (66 inch) HD+ Display,,NaN,NaN,₹799,3.6,"1,024 Ratings & 98 Reviews"
621,NaN,NaN,NaN,,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,5000 mAh Battery,13MP + 5MP + 2MP | 8MP Front Camera,3.56 cm (1.4 inch) Display,,NaN,NaN,"₹1,099",3.9,"1,456 Ratings & 146 Reviews"
622,IAIR,S19,NaN,,32 MB RAM | 32 MB ROM,5000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,"₹1,404",NaN,"₹1,399",4.2,"3,501 Ratings & 396 Reviews"
623,NaN,NaN,NaN,,32 MB RAM | 32 MB ROM,3000 mAh Battery,0.3MP Rear Camera,16.51 cm (6.5 inch) HD+ Display,,NaN,NaN,"₹1,499",4.1,"3,137 Ratings & 285 Reviews"
624,LAVA,A5,NaN,,32 MB RAM | 32 MB ROM,3000 mAh Battery,1.3MP Rear Camera,16.51 cm (6.5 inch) HD+ Display,,NaN,NaN,"₹1,499",3.9,"2,583 Ratings & 211 Reviews"
625,NaN,NaN,Sun Kissed Leather,,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,3000 mAh Lithium-polymer Battery,13MP Rear Camera,16.94 cm (6.67 inch) Display,,"₹22,999",4% off,"₹21,999",4.4,"53,010 Ratings & 5,263 Reviews"
626,Tecno,"Camon 18 (Iris Purple, 128 GB)",NaN,,128 MB RAM | 48 MB ROM,400 mAh Battery,0.3MP Rear Camera,16.54 cm (6.51 inch) HD+ Display,,"₹1,049",1% off,"₹1,035",4,286 Ratings & 15 Reviews
627,APPLE,"iPhone 13 (Blue, 128 GB)",NaN,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1000 mAh Battery,48MP + 2MP + 2MP | 8MP Front Camera,7.11 cm (2.8 inch) Display,,NaN,NaN,"₹1,099",4,85 Ratings & 6 Reviews
628,I,Kall K105,NaN,,128 MB RAM | 48 MB ROM,1700 mAh Battery,64MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,,NaN,NaN,"₹1,099",4,286 Ratings & 15 Reviews
629,NaN,NaN,Space Silver,,34 MB ROM,3000 mAh Battery,16MP + 2MP + 2MP + AI Lens Quad Camera | 8MP Front Camera,16.56 cm (6.52 inch) Display,,"₹29,990",13% off,"₹25,990",4.3,"3,125 Ratings & 279 Reviews"
630,Itel,Muzik 400 Core,NaN,,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,6000 mAh Battery,108MP + 8MP + 5MP + 2MP | 16MP Front Camera,4.5 cm (1.77 inch) Display,,NaN,NaN,"₹3,499",3.8,610 Ratings & 57 Reviews
631,NaN,NaN,Crystal Symphony,,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1000 mAh Battery,48MP + 2MP + 2MP + QVGA Rear Camera | 16MP Front Camera,1.68 cm (0.66 inch) Display,,NaN,NaN,"₹20,990",4.3,"3,017 Ratings & 291 Reviews"
632,Kechaoda,K80,NaN,,153 MB RAM | 153 MB ROM,5000 mAh Battery,13MP + 2MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,,NaN,NaN,"₹3,499",3.8,610 Ratings & 57 Reviews
633,NaN,NaN,NaN,,32 MB RAM | 32 MB ROM,1050 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) NA Display,,NaN,NaN,"₹1,119",3.9,585 Ratings & 52 Reviews
634,Kechaoda,K33,Gradation Green,,8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,1050 mAh Battery,12MP Rear Camera | 7MP Front Camera,16.33 cm (6.43 inch) Full HD+ Display,,NaN,NaN,"₹6,500",3.9,"1,892 Ratings & 144 Reviews"
635,NaN,NaN,NaN,,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1800 mAh Battery,12MP Rear Camera | 5MP Front Camera,120Hz Super AMOLED Display,,"₹1,190",4% off,"₹1,140",4,"4,927 Ratings & 410 Reviews"
636,Nuvo,FLASH,NaN,,256 GB ROM,1750 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,16.33 cm (6.43 inch) Full HD+ Display,,NaN,NaN,"₹1,750",4.1,"5,016 Ratings & 378 Reviews"
637,NaN,NaN,NaN,,32 MB RAM | 32 MB ROM,1750 mAh Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,120Hz Super AMOLED Display,,NaN,NaN,"₹1,025",4.7,6 Ratings & 4 Reviews
638,APPLE,"iPhone 13 Mini (Starlight, 128 GB)",NaN,,16 MB ROM | Expandable Upto 32 GB,800 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.33 cm (6.43 inch) Full HD+ Display,,"₹1,425",2% off,"₹1,389",4,386 Ratings & 46 Reviews
639,Itel,Power 100 New,NaN,,6 GB RAM | 128 GB ROM,4500 mAh Lithium-ion Battery,0.3MP Rear Camera,120Hz Super AMOLED Display,,"₹1,790",21% off,"₹1,397",3.8,137 Ratings & 14 Reviews
640,NaN,NaN,(PRODUCT,,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,800 mAh Battery,0.03MP Rear Camera,16.33 cm (6.43 inch) Full HD+ Display,,"₹89,900",5% off,"₹84,900",4.7,"1,937 Ratings & 207 Reviews"
641,realme,"GT NEO 2 (NEO Blue, 128 GB)",NaN,,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,800 mAh Battery,13MP + 2MP + 2MP | 5MP Front Camera,120Hz Super AMOLED Display,,NaN,NaN,"₹1,890",3.6,96 Ratings & 6 Reviews
642,Snexian,Rock,NaN,,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,800 mAh Battery,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,,"₹4,399",13% off,"₹3,799",3.9,"33,395 Ratings & 3,458 Reviews"
643,NaN,NaN,Black,,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4310 mAh Lithium-ion Polymer Battery,1.3MP Rear Camera,16.33 cm (6.43 inch) Full HD+ Display,,"₹14,905",NaN,"₹14,795",4.1,580 Ratings & 36 Reviews
644,OPPO,"F19 Pro (Crystal Silver, 256 GB)",Atlantic Blue,,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,,"₹9,479",2% off,"₹9,245",4.3,11 Ratings & 1 Reviews
